,Epm_nEng,InjCtl_qSetUnBal
2017-12-01 10:37:04.322091,1360.0599534928408,0.72
2017-12-01 10:37:04.422091,1363.3814442544192,0.7035346042604615
2017-12-01 10:37:04.522091,1356.170989562094,0.7000000000000001
2017-12-01 10:37:04.622091,1358.6178119126407,0.7164712476505625
2017-12-01 10:37:04.722091,1349.6122534727615,0.7364795775453974
2017-12-01 10:37:04.822091,1361.5018194516524,0.75647272876665
2017-12-01 10:37:04.922091,1350.8992182378774,0.76
2017-12-01 10:37:05.022091,1357.8817818886562,0.7764696364810937
2017-12-01 10:37:05.122091,1346.3987867624878,0.78
2017-12-01 10:37:05.222091,1358.737565007237,0.763526956748933
2017-12-01 10:37:05.322091,1349.2218229185673,0.5951202957234487
2017-12-01 10:37:05.422091,1352.6792530317034,0.4446539434082032
2017-12-01 10:37:05.522091,1344.106343335457,0.3210634333545702
2017-12-01 10:37:05.622091,1355.5915392488175,0.23410162788452157
2017-12-01 10:37:05.722091,1346.5443102907843,0.05509393504530116
2017-12-01 10:37:05.822091,1339.8802746270376,0.0035210985081507266
2017-12-01 10:37:05.922091,1352.1957498337642,0.0
2017-12-01 10:37:06.022091,1343.8720864591987,0.0
2017-12-01 10:37:06.122091,1359.2338626420553,0.0
2017-12-01 10:37:06.222091,1332.924398143631,0.0
2017-12-01 10:37:06.322091,1344.6484136796696,0.0
2017-12-01 10:37:06.422091,1334.898627579326,0.0
2017-12-01 10:37:06.522091,1349.3221790087248,0.0
2017-12-01 10:37:06.622091,1341.0447209729332,0.0
2017-12-01 10:37:06.722091,1334.7867700451443,0.0
2017-12-01 10:37:06.822091,1338.950880033649,0.0
2017-12-01 10:37:06.922091,1334.2216186198712,0.0
2017-12-01 10:37:07.022091,1341.253999016611,0.0
2017-12-01 10:37:07.122091,1324.4293972735065,0.0
2017-12-01 10:37:07.222091,1334.120512161622,0.0
2017-12-01 10:37:07.322091,1321.3260268052195,0.0
2017-12-01 10:37:07.422091,1329.966236448913,0.0
